Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
263,Luke Kornet\kornelu01,PF,22,NYK,4,0,12.0,1.0,4.8,.211,0.8,3.8,.200,0.3,1.0,.250,.289,0.0,0.0,,0.8,2.5,3.3,0.8,0.5,1.0,0.0,0.3,2.8
264,Kyle Korver\korveky01,SG,36,CLE,59,0,21.3,3.0,6.7,.451,2.3,5.3,.428,0.8,1.4,.536,.619,0.8,1.0,.877,0.2,1.9,2.1,1.2,0.4,0.3,0.7,1.6,9.1
265,Kosta Koufos\koufoko01,C,28,SAC,56,7,18.8,2.8,5.0,.561,0.0,0.0,,2.8,5.0,.561,.561,0.5,1.1,.469,2.0,4.2,6.2,1.1,0.7,0.4,0.7,1.9,6.1
266,Kyle Kuzma\kuzmaky01,PF,22,LAL,59,21,29.3,5.8,13.1,.446,1.9,5.4,.360,3.9,7.7,.505,.519,1.8,2.5,.705,1.2,4.7,5.8,1.8,0.6,0.4,1.7,2.1,15.4
267,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Skal Labissiere\labissk01,PF,21,SAC,45,18,18.6,3.3,7.0,.468,0.2,0.6,.321,3.1,6.4,.483,.482,1.4,1.9,.756,1.5,2.9,4.4,0.9,0.4,0.7,1.0,2.1,8.2
269,Jeremy Lamb\lambje01,SG,25,CHO,59,14,24.8,4.9,10.9,.446,1.2,3.3,.352,3.7,7.6,.486,.498,2.5,2.9,.859,0.7,3.7,4.3,2.3,0.8,0.4,1.2,1.8,13.4
270,Shane Larkin\larkish01,PG,25,BOS,39,0,11.3,1.3,3.3,.386,0.4,1.3,.340,0.8,2.0,.416,.453,0.5,0.6,.864,0.2,1.0,1.2,1.1,0.4,0.1,0.5,1.0,3.4
271,Joffrey Lauvergne\lauvejo01,C,26,SAS,40,1,10.3,1.9,3.6,.524,0.0,0.1,.000,1.9,3.5,.543,.524,0.6,1.0,.615,1.2,2.1,3.3,0.9,0.2,0.1,0.7,1.0,4.4
272,Zach LaVine\lavinza01,SG,22,CHI,16,16,26.2,6.1,15.1,.402,1.9,5.1,.383,4.1,10.0,.413,.467,3.4,4.3,.809,0.3,4.2,4.5,2.9,1.0,0.1,1.6,2.3,17.5
273,Jake Layman\laymaja01,SF,23,POR,26,1,5.5,0.5,1.6,.286,0.2,0.7,.222,0.3,0.9,.333,.333,0.1,0.1,.667,0.2,0.4,0.5,0.3,0.2,0.1,0.2,0.5,1.2
274,T.J. Leaf\leaftj01,PF,20,IND,43,0,9.3,1.3,2.7,.470,0.4,0.8,.472,0.9,1.8,.468,.543,0.2,0.3,.667,0.6,1.0,1.6,0.2,0.1,0.1,0.2,1.0,3.1
275,Courtney Lee\leeco01,SG,32,NYK,62,61,31.7,4.7,10.6,.445,1.5,3.9,.400,3.2,6.7,.471,.518,1.7,1.8,.938,0.4,2.8,3.2,2.7,1.1,0.2,1.2,1.5,12.7
276,Walt Lemon Jr.\lemonwa01,PG,,NOP,2,0,4.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0
277,Alex Len\lenal01,C,24,PHO,52,6,20.7,3.0,5.3,.567,0.0,0.0,,3.0,5.3,.567,.567,2.4,3.4,.701,2.5,5.3,7.8,1.2,0.4,0.9,1.2,2.3,8.4
278,Kawhi Leonard\leonaka01,SF,26,SAS,9,9,23.3,5.8,12.3,.468,1.2,3.9,.314,4.6,8.4,.539,.518,3.4,4.2,.816,0.7,4.0,4.7,2.3,2.0,1.0,1.8,1.0,16.2
279,Meyers Leonard\leoname01,C,25,POR,22,2,7.9,1.5,2.5,.607,0.4,0.8,.529,1.1,1.8,.641,.688,0.4,0.5,.800,0.4,1.6,2.0,0.5,0.2,0.0,0.3,1.1,3.9
280,Jon Leuer\leuerjo01,PF,28,DET,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,4.0,0.6,0.1,0.4,0.9,2.0,5.4
281,Caris LeVert\leverca01,SF,23,BRK,51,9,26.0,4.3,10.0,.427,1.1,3.4,.331,3.2,6.6,.475,.482,1.9,2.7,.693,0.8,3.0,3.7,4.1,1.1,0.4,2.4,2.2,11.5
282,DeAndre Liggins\liggide01,SG,29,TOT,43,2,13.8,0.8,1.9,.410,0.4,1.0,.356,0.4,0.9,.474,.506,0.0,0.1,.400,0.2,1.2,1.4,0.9,0.8,0.3,0.4,1.7,2.0
282,DeAndre Liggins\liggide01,SG,29,MIL,31,1,15.5,0.7,2.1,.338,0.4,1.2,.306,0.4,0.9,.379,.423,0.1,0.2,.400,0.2,1.4,1.6,0.9,0.9,0.3,0.4,2.0,1.8
282,DeAndre Liggins\liggide01,SG,29,NOP,12,1,9.5,1.0,1.5,.667,0.4,0.8,.556,0.6,0.8,.778,.806,0.0,0.0,,0.2,0.8,0.9,0.8,0.8,0.2,0.3,1.0,2.4
283,Damian Lillard\lillada01,PG,27,POR,53,53,36.6,8.5,19.1,.447,3.0,8.2,.366,5.5,10.8,.508,.526,6.3,6.9,.918,0.7,3.9,4.6,6.5,1.0,0.4,3.1,1.7,26.3
284,Jeremy Lin\linje01,PG,29,BRK,1,1,25.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,7.0,7.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0
285,Shaun Livingston\livinsh01,PG,32,GSW,53,7,15.3,2.2,4.5,.498,0.0,0.1,.000,2.2,4.4,.504,.498,0.7,0.8,.814,0.5,1.3,1.7,1.9,0.5,0.3,0.8,1.6,5.1
286,Kevon Looney\looneke01,C,21,GSW,48,0,10.9,1.2,2.1,.590,0.0,0.0,,1.2,2.1,.590,.590,0.5,1.0,.490,1.1,1.6,2.8,0.5,0.3,0.6,0.5,1.4,3.0
287,Brook Lopez\lopezbr01,C,29,LAL,52,50,21.4,4.4,10.2,.438,1.5,4.4,.335,3.0,5.7,.517,.510,1.3,1.9,.687,1.0,2.8,3.8,1.5,0.4,1.3,1.5,2.7,11.7
288,Robin Lopez\lopezro01,C,29,CHI,57,57,27.7,5.6,10.5,.527,0.0,0.1,.250,5.5,10.4,.531,.529,1.2,1.5,.761,2.2,2.5,4.7,2.0,0.2,0.8,1.8,1.8,12.3
289,Kevin Love\loveke01,C,29,CLE,48,48,28.0,5.8,12.5,.463,2.2,5.4,.404,3.6,7.1,.507,.550,4.1,4.6,.883,1.9,7.4,9.4,1.6,0.7,0.4,1.5,2.1,17.9
290,Kyle Lowry\lowryky01,PG,31,TOR,56,56,32.1,5.2,12.5,.419,3.0,7.7,.394,2.2,4.8,.459,.540,3.1,3.6,.863,0.9,4.8,5.7,6.4,1.2,0.1,2.4,2.3,16.6
291,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,48,7,16.5,2.0,5.5,.370,1.1,3.3,.331,1.0,2.3,.426,.468,1.0,1.2,.793,0.3,1.2,1.5,1.1,0.3,0.1,0.8,2.0,6.1
292,Tyler Lydon\lydonty01,PF,21,DEN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Trey Lyles\lylestr01,PF,22,DEN,55,2,20.8,4.1,8.2,.500,1.3,3.3,.400,2.8,4.9,.566,.580,1.5,2.3,.685,0.8,4.3,5.2,1.3,0.5,0.5,0.9,1.7,11.1
294,Shelvin Mack\macksh01,PG,27,ORL,47,3,18.2,2.1,4.7,.443,0.4,1.3,.317,1.7,3.4,.494,.489,1.0,1.4,.750,0.4,2.0,2.4,3.9,0.6,0.1,1.1,1.1,5.6
295,Josh Magette\magetjo01,PG,28,ATL,10,0,7.4,0.6,1.5,.400,0.3,0.7,.429,0.3,0.8,.375,.500,0.6,0.6,1.000,0.1,0.6,0.7,2.2,0.3,0.0,0.2,0.6,2.1
296,Ian Mahinmi\mahinia01,C,31,WAS,58,0,14.8,1.6,2.8,.577,0.0,0.0,.000,1.6,2.8,.580,.577,1.3,1.7,.745,1.6,2.2,3.8,0.7,0.5,0.6,1.2,3.1,4.5
297,Thon Maker\makerth01,C,20,MIL,59,12,18.1,1.9,4.5,.421,0.5,1.5,.307,1.4,3.0,.478,.472,0.9,1.3,.688,1.1,2.3,3.4,0.7,0.5,0.8,0.6,2.3,5.2
298,Boban Marjanovic\marjabo01,C,29,TOT,21,1,8.2,2.0,3.8,.519,0.0,0.0,,2.0,3.8,.519,.519,1.7,2.1,.800,0.7,2.0,2.7,0.7,0.2,0.3,1.0,1.4,5.6
298,Boban Marjanovic\marjabo01,C,29,DET,19,1,9.0,2.2,4.2,.519,0.0,0.0,,2.2,4.2,.519,.519,1.9,2.4,.800,0.8,2.2,3.0,0.7,0.2,0.3,1.2,1.5,6.2
298,Boban Marjanovic\marjabo01,C,29,LAC,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
299,Lauri Markkanen\markkla01,PF,20,CHI,54,54,30.3,5.4,12.8,.423,2.1,6.1,.347,3.3,6.7,.493,.506,1.9,2.3,.854,1.1,6.5,7.6,1.2,0.5,0.6,1.2,1.6,14.9
300,Jarell Martin\martija01,PF,23,MEM,56,21,20.6,2.6,5.8,.444,0.4,1.1,.350,2.2,4.7,.466,.477,1.0,1.3,.814,1.3,2.6,3.8,0.8,0.6,0.7,1.1,2.8,6.5
301,Frank Mason\masonfr01,PG,23,SAC,32,2,18.3,2.6,6.7,.391,0.6,1.4,.409,2.1,5.3,.386,.433,1.7,2.2,.786,0.4,1.7,2.1,2.9,0.5,0.2,1.3,1.2,7.5
302,Mangok Mathiang\mathima01,C,25,CHO,3,0,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.3,1.7,2.0,0.0,0.0,0.0,0.0,0.7,0.0
303,Wesley Matthews\matthwe02,SF,31,DAL,60,59,33.9,4.6,11.1,.412,2.5,6.4,.386,2.1,4.7,.447,.523,1.4,1.7,.828,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.2,13.0
304,Luc Mbah a Moute\mbahalu01,PF,31,HOU,43,14,27.0,2.7,5.8,.474,1.1,3.0,.357,1.7,2.8,.600,.566,1.0,1.4,.694,0.4,2.8,3.2,1.0,1.1,0.4,1.2,1.8,7.6
305,James Michael McAdoo\mcadoja01,PF,25,PHI,3,0,6.0,0.7,2.3,.286,0.7,2.3,.286,0.0,0.0,,.429,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,2.7
306,Patrick McCaw\mccawpa01,SG,22,GSW,51,6,15.6,1.5,3.4,.443,0.3,1.3,.250,1.2,2.2,.555,.489,0.4,0.5,.720,0.3,1.1,1.4,1.4,0.7,0.2,0.6,1.1,3.7
307,C.J. McCollum\mccolcj01,SG,26,POR,59,59,36.1,8.3,18.6,.449,2.5,5.9,.421,5.9,12.7,.463,.516,2.6,3.1,.862,0.6,3.2,3.9,3.2,1.0,0.4,1.9,2.3,21.8
308,T.J. McConnell\mccontj01,PG,25,PHI,52,1,24.5,3.1,6.1,.505,0.5,0.9,.500,2.6,5.2,.506,.542,0.5,0.6,.844,0.6,2.8,3.3,4.5,1.4,0.2,1.8,1.9,7.2
309,Erik McCree\mccreer01,SF,24,UTA,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Chris McCullough\mcculch01,PF,22,WAS,19,0,4.7,0.9,2.2,.429,0.1,0.4,.125,0.9,1.8,.500,.440,0.5,0.7,.643,0.4,0.9,1.3,0.2,0.0,0.3,0.1,0.4,2.4
311,Doug McDermott\mcderdo01,SF,26,TOT,61,2,21.4,2.8,6.0,.466,1.1,2.6,.409,1.8,3.4,.510,.554,0.7,1.0,.750,0.6,1.8,2.4,1.0,0.2,0.2,0.6,1.4,7.4
311,Doug McDermott\mcderdo01,SF,26,NYK,55,1,21.3,2.7,6.0,.460,1.0,2.5,.387,1.8,3.5,.513,.541,0.7,1.0,.755,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.3,7.2
311,Doug McDermott\mcderdo01,SF,26,DAL,6,1,22.5,3.5,6.8,.512,2.0,3.7,.545,1.5,3.2,.474,.659,0.8,1.2,.714,0.5,1.5,2.0,1.8,0.7,0.2,0.7,2.2,9.8
312,JaVale McGee\mcgeeja01,C,30,GSW,45,7,8.4,1.8,2.8,.638,0.0,0.1,.000,1.8,2.7,.669,.638,0.6,0.9,.744,0.7,1.4,2.0,0.5,0.3,0.8,0.4,1.3,4.2
313,Trey McKinney-Jones\mckintr01,SG,27,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Alfonzo McKinnie\mckinal01,SF,25,TOR,12,0,4.0,0.6,1.1,.538,0.3,0.7,.375,0.3,0.4,.800,.654,0.2,0.3,.667,0.0,0.5,0.5,0.1,0.1,0.1,0.3,0.6,1.6
315,Ben McLemore\mclembe01,SG,24,MEM,37,6,16.7,2.2,5.6,.399,0.8,2.5,.319,1.5,3.2,.462,.469,0.7,0.8,.871,0.4,1.4,1.8,0.8,0.6,0.2,0.9,2.3,6.0
316,Josh McRoberts\mcrobjo01,PF,30,DAL,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
317,Jodie Meeks\meeksjo01,SG,30,WAS,57,0,14.7,1.9,5.1,.380,0.9,2.8,.316,1.1,2.4,.455,.466,1.4,1.6,.878,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.2
318,Salah Mejri\mejrisa01,C,31,DAL,55,1,12.0,1.5,2.2,.650,0.0,0.1,.000,1.5,2.2,.667,.650,0.6,1.1,.569,1.4,2.8,4.2,0.5,0.4,1.1,0.6,2.0,3.5
319,Jordan Mickey\mickejo01,PF,23,MIA,18,2,13.3,1.8,3.7,.478,0.1,0.6,.091,1.7,3.1,.554,.485,0.6,0.9,.688,0.8,3.2,4.0,0.5,0.2,0.4,0.8,1.8,4.2
320,Khris Middleton\middlkh01,SF,26,MIL,59,59,36.7,7.3,15.7,.464,1.8,5.1,.348,5.5,10.6,.521,.521,3.7,4.2,.868,0.5,4.8,5.3,4.1,1.3,0.2,2.3,3.2,20.1
321,C.J. Miles\milescj01,SF,30,TOR,49,3,18.4,3.3,8.3,.398,2.4,6.3,.385,0.9,2.0,.438,.544,1.1,1.3,.833,0.2,1.7,1.9,0.7,0.6,0.3,0.5,1.8,10.1
322,Darius Miller\milleda01,SF,27,NOP,60,2,23.3,2.7,5.9,.452,1.9,4.5,.421,0.8,1.4,.554,.613,0.8,0.9,.870,0.2,1.8,2.0,1.3,0.3,0.2,0.7,2.1,8.0
323,Malcolm Miller\millema01,SF,24,TOR,4,0,5.5,0.5,1.8,.286,0.5,1.5,.333,0.0,0.3,.000,.429,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.5,1.5
324,Patty Mills\millspa02,PG,29,SAS,61,15,24.2,3.3,7.8,.421,1.9,4.8,.389,1.4,3.0,.473,.541,1.2,1.4,.867,0.3,1.6,1.8,2.7,0.7,0.1,1.3,1.4,9.6
325,Paul Millsap\millspa01,PF,32,DEN,16,16,29.7,5.6,12.6,.446,1.3,3.6,.345,4.4,9.0,.486,.495,2.8,4.1,.692,1.5,4.7,6.2,3.0,1.1,1.3,2.1,2.4,15.3
326,Nikola Mirotic\mirotni01,PF,26,TOT,34,6,27.1,5.6,12.6,.447,2.6,6.7,.382,3.1,5.9,.523,.549,2.3,2.9,.796,1.1,5.9,7.0,1.5,0.8,0.8,1.2,2.0,16.1
326,Nikola Mirotic\mirotni01,PF,26,CHI,25,3,24.9,5.7,12.1,.474,2.8,6.4,.429,3.0,5.6,.525,.588,2.6,3.2,.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8
326,Nikola Mirotic\mirotni01,PF,26,NOP,9,3,33.4,5.3,13.9,.384,2.0,7.4,.269,3.3,6.4,.517,.456,1.4,2.1,.684,2.1,6.7,8.8,1.4,1.3,1.6,1.2,2.4,14.1
327,Donovan Mitchell\mitchdo01,SG,21,UTA,58,50,32.4,7.3,16.7,.437,2.4,6.7,.352,4.9,9.9,.494,.508,2.7,3.2,.835,0.6,2.9,3.5,3.5,1.5,0.4,2.7,2.8,19.6
328,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
329,Malik Monk\monkma01,SG,19,CHO,43,0,11.5,1.7,5.1,.330,1.0,3.0,.331,0.7,2.2,.330,.425,0.3,0.4,.706,0.0,0.7,0.8,1.1,0.2,0.1,0.5,0.8,4.7
330,Greg Monroe\monrogr01,C,27,TOT,31,14,20.2,4.0,7.0,.576,0.0,0.0,,4.0,7.0,.576,.576,1.4,2.1,.662,2.2,4.7,6.9,2.0,0.7,0.3,1.6,1.8,9.5
330,Greg Monroe\monrogr01,C,27,MIL,5,0,15.8,3.2,6.6,.485,0.0,0.0,,3.2,6.6,.485,.485,0.4,0.8,.500,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
330,Greg Monroe\monrogr01,C,27,PHO,20,14,23.3,4.9,7.8,.626,0.0,0.0,,4.9,7.8,.626,.626,1.6,2.3,.674,2.5,5.5,8.0,2.5,0.8,0.3,2.0,2.0,11.3
330,Greg Monroe\monrogr01,C,27,BOS,6,0,13.7,2.0,4.8,.414,0.0,0.0,,2.0,4.8,.414,.414,1.7,2.5,.667,2.0,2.7,4.7,1.0,1.0,0.5,0.8,1.7,5.7
331,Luis Montero\montelu01,SG,24,DET,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
332,Ben Moore\moorebe01,PF,22,IND,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0
333,E'Twaun Moore\mooreet01,SG,28,NOP,60,58,31.7,5.1,10.0,.506,1.6,3.8,.425,3.4,6.2,.555,.587,0.6,0.9,.679,0.7,2.1,2.8,2.2,1.0,0.1,1.3,2.3,12.3
334,Eric Moreland\moreler01,PF,26,DET,48,1,10.9,0.6,1.3,.517,0.0,0.0,,0.6,1.3,.517,.517,0.1,0.4,.389,1.0,2.5,3.5,1.0,0.3,0.6,0.4,1.6,1.4
335,Marcus Morris\morrima03,PF,28,BOS,38,14,25.2,4.3,10.4,.412,1.4,4.1,.355,2.8,6.3,.448,.481,2.1,2.6,.804,0.9,4.6,5.4,1.3,0.6,0.3,1.1,1.9,12.1
336,Markieff Morris\morrima02,PF,28,WAS,51,51,26.2,4.2,9.0,.473,1.0,2.7,.362,3.3,6.3,.520,.527,1.4,1.6,.843,1.0,4.6,5.7,1.7,0.8,0.5,1.7,3.2,10.8
337,Monte Morris\morrimo01,PG,22,DEN,3,0,8.3,1.3,2.0,.667,0.0,0.3,.000,1.3,1.7,.800,.667,0.7,0.7,1.000,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,3.3
338,Johnathan Motley\motlejo01,PF,22,DAL,3,0,2.7,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,1.0,2.7,.375,0.0,1.7,1.7,0.3,0.0,0.7,0.0,0.3,3.0
339,Timofey Mozgov\mozgoti01,C,31,BRK,27,14,12.3,1.7,3.1,.536,0.1,0.7,.222,1.5,2.4,.621,.560,0.7,0.9,.760,1.0,2.1,3.2,0.3,0.2,0.4,1.1,1.3,4.2
340,Emmanuel Mudiay\mudiaem01,PG,21,TOT,48,3,18.8,3.3,8.1,.402,0.9,2.5,.342,2.4,5.6,.429,.455,1.6,2.1,.768,0.4,2.0,2.4,3.2,0.6,0.1,1.8,1.1,8.9
340,Emmanuel Mudiay\mudiaem01,PG,21,DEN,42,0,17.9,3.1,7.7,.401,0.9,2.4,.373,2.2,5.2,.414,.460,1.5,1.9,.808,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,8.5
340,Emmanuel Mudiay\mudiaem01,PG,21,NYK,6,3,24.7,4.5,11.0,.409,0.5,3.0,.167,4.0,8.0,.500,.432,2.2,3.5,.619,0.5,2.8,3.3,5.3,1.2,0.3,2.2,1.3,11.7
341,Shabazz Muhammad\muhamsh01,SF,25,MIN,32,2,9.4,1.5,3.8,.388,0.1,0.6,.211,1.3,3.2,.422,.405,0.7,1.0,.710,0.5,0.9,1.4,0.2,0.2,0.1,0.2,0.7,3.8
342,Xavier Munford\munfoxa02,SG,25,MIL,4,0,2.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.5,.500,0.3,0.0,0.3,0.3,0.3,0.0,0.5,0.5,0.8
343,Dejounte Murray\murrade01,PG,21,SAS,60,27,19.7,3.0,6.9,.436,0.1,0.3,.211,3.0,6.6,.447,.441,1.2,1.7,.717,1.4,3.9,5.3,2.8,0.9,0.4,1.7,1.9,7.3
344,Jamal Murray\murraja01,PG,20,DEN,59,58,30.5,5.9,12.8,.462,2.0,5.2,.388,3.9,7.7,.511,.540,2.6,2.8,.915,1.1,2.5,3.6,3.1,0.9,0.3,2.1,2.1,16.4
345,Mike Muscala\muscami01,C,26,ATL,32,5,17.1,2.3,4.8,.474,0.8,2.2,.386,1.4,2.6,.549,.563,0.9,1.0,.906,1.0,2.8,3.8,0.8,0.6,0.5,0.7,1.5,6.3
346,Abdel Nader\naderab01,SF,24,BOS,30,0,9.0,0.9,2.6,.346,0.5,1.3,.359,0.4,1.3,.333,.436,0.2,0.4,.538,0.3,1.0,1.2,0.6,0.2,0.1,0.6,0.8,2.5
347,Larry Nance\nancela02,C,25,TOT,47,17,21.8,3.6,6.0,.595,0.0,0.1,.200,3.6,5.9,.602,.597,1.4,2.1,.634,2.6,4.1,6.6,1.4,1.4,0.6,0.9,2.8,8.6
347,Larry Nance\nancela02,C,25,LAL,42,17,22.0,3.6,6.0,.601,0.0,0.1,.250,3.6,5.9,.606,.603,1.3,2.1,.632,2.6,4.2,6.8,1.4,1.4,0.5,1.0,2.7,8.6
347,Larry Nance\nancela02,C,25,CLE,5,0,20.8,3.4,6.2,.548,0.0,0.2,.000,3.4,6.0,.567,.548,1.8,2.8,.643,2.6,3.0,5.6,2.2,1.8,1.2,0.4,3.8,8.6
348,Shabazz Napier\napiesh01,PG,26,POR,53,8,21.2,3.2,7.5,.433,1.1,2.9,.381,2.1,4.5,.467,.508,1.5,1.8,.832,0.3,1.9,2.3,2.2,1.2,0.2,1.3,1.2,9.1
349,Jameer Nelson\nelsoja01,PG,35,TOT,48,0,20.2,2.0,4.9,.402,0.9,2.5,.339,1.1,2.4,.469,.489,0.3,0.4,.778,0.3,1.9,2.1,3.6,0.5,0.1,1.3,1.6,5.1
349,Jameer Nelson\nelsoja01,PG,35,NOP,43,0,20.9,2.0,4.8,.410,0.9,2.6,.364,1.0,2.2,.463,.507,0.3,0.4,.765,0.3,2.0,2.2,3.6,0.5,0.1,1.3,1.6,5.1
349,Jameer Nelson\nelsoja01,PG,35,DET,5,0,14.6,2.0,5.8,.345,0.2,2.2,.091,1.8,3.6,.500,.362,0.2,0.2,1.000,0.4,1.0,1.4,3.2,0.2,0.0,1.4,2.0,4.4
350,Raul Neto\netora01,PG,25,UTA,33,0,13.2,1.9,4.2,.453,0.5,1.3,.419,1.3,2.8,.468,.518,0.7,0.9,.793,0.2,1.1,1.3,1.9,0.3,0.1,0.8,1.0,5.0
351,Georges Niang\niangge01,PF,24,UTA,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
352,Joakim Noah\noahjo01,C,32,NYK,7,0,5.7,0.7,1.4,.500,0.0,0.0,,0.7,1.4,.500,.500,0.3,0.6,.500,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
353,Nerlens Noel\noelne01,C,23,DAL,18,6,12.5,1.6,2.9,.528,0.0,0.0,,1.6,2.9,.528,.528,0.9,1.1,.842,1.4,2.6,4.1,0.3,0.6,0.6,0.8,1.7,4.0
354,Lucas Nogueira\noguelu01,C,25,TOR,35,2,9.1,1.1,1.8,.594,0.1,0.5,.250,1.0,1.4,.708,.625,0.4,0.5,.778,0.4,1.5,1.9,0.4,0.5,0.9,0.4,1.2,2.7
355,Dirk Nowitzki\nowitdi01,C,39,DAL,60,60,25.1,4.6,9.9,.458,1.7,4.1,.421,2.8,5.8,.484,.545,1.4,1.5,.902,0.3,5.4,5.7,1.6,0.6,0.6,0.6,1.9,12.2
356,Frank Ntilikina\ntilila01,PG,19,NYK,59,0,20.5,2.1,5.9,.360,0.6,1.8,.324,1.5,4.1,.376,.409,0.6,0.9,.698,0.4,1.7,2.2,3.1,0.9,0.2,1.8,2.4,5.4
357,Jusuf Nurkic\nurkiju01,C,23,POR,57,57,26.5,5.8,12.2,.478,0.0,0.1,.000,5.8,12.1,.483,.478,2.4,3.7,.657,2.2,6.1,8.3,1.8,0.8,1.3,2.4,3.1,14.1
358,David Nwaba\nwabada01,SG,25,CHI,48,6,22.2,2.6,5.0,.529,0.2,0.5,.375,2.4,4.5,.547,.548,1.8,3.0,.620,1.1,3.4,4.5,1.2,0.8,0.5,0.9,2.1,7.3
359,Johnny O'Bryant\obryajo01,PF,24,CHO,36,0,10.5,1.9,4.8,.398,0.4,1.2,.326,1.5,3.6,.422,.439,0.6,0.7,.840,0.8,1.8,2.6,0.4,0.2,0.2,0.4,1.3,4.8
360,Royce O'Neale\onealro01,SF,24,UTA,48,3,15.3,1.7,4.1,.426,0.6,1.7,.373,1.1,2.3,.464,.505,1.0,1.2,.797,0.4,2.8,3.2,1.4,0.5,0.1,0.8,1.4,5.1
361,Kyle O'Quinn\oquinky01,C,27,NYK,60,4,16.9,2.8,4.6,.599,0.0,0.2,.111,2.8,4.5,.616,.601,1.3,1.7,.750,1.5,4.2,5.7,1.8,0.4,1.1,1.3,2.6,6.8
362,Semi Ojeleye\ojelese01,PF,23,BOS,54,0,14.1,0.7,2.4,.308,0.5,1.9,.290,0.2,0.6,.367,.419,0.3,0.5,.640,0.5,1.5,1.9,0.2,0.3,0.0,0.3,1.2,2.3
363,Emeka Okafor\okafoem01,C,35,NOP,7,5,16.4,2.0,4.4,.452,0.0,0.0,,2.0,4.4,.452,.452,1.1,1.6,.727,2.4,3.6,6.0,0.4,0.1,1.9,0.3,1.4,5.1
364,Jahlil Okafor\okafoja01,C,22,TOT,24,0,13.0,2.6,4.9,.534,0.0,0.1,.000,2.6,4.8,.548,.534,0.9,1.2,.724,0.8,2.3,3.1,0.5,0.1,0.6,0.8,2.0,6.1
364,Jahlil Okafor\okafoja01,C,22,PHI,2,0,12.5,2.0,4.5,.444,0.0,0.0,,2.0,4.5,.444,.444,1.0,2.0,.500,2.0,2.5,4.5,0.5,0.0,1.0,1.5,3.5,5.0
